Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
12.06.2025;00:03:48;21,0;21,1;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,4;69,4;40,0;0;8200;64,7;8,0;35,0;0;61,8;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,4;0;0;0;300;1;0;0;0;0;
12.06.2025;00:04:48;21,0;21,1;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,4;69,4;40,0;0;8200;64,7;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,3;69,4;0;0;0;300;1;0;0;0;0;
12.06.2025;00:05:48;21,0;21,1;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,4;69,4;40,0;0;8200;64,7;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,4;0;0;0;300;1;0;0;0;0;
12.06.2025;00:06:48;21,0;21,1;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,4;69,4;40,0;0;8200;64,7;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,4;0;0;0;300;1;0;0;0;0;
12.06.2025;00:07:48;21,0;21,0;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,3;69,3;40,0;0;8200;64,7;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,3;0;0;0;300;1;0;0;0;0;
12.06.2025;00:08:48;21,0;21,0;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,3;69,3;40,0;0;8200;64,7;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,3;0;0;0;300;1;0;0;0;0;
12.06.2025;00:09:48;21,0;21,0;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,3;69,3;40,0;0;8200;64,6;8,0;35,0;0;61,6;8,0;8,0;0,00;0,00;0;0;51,7;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,3;0;0;0;300;1;0;0;0;0;
12.06.2025;00:10:48;21,0;21,0;0;25,3;8,0;0,0;8,0;0;0;0,0;8;69,2;69,2;40,0;0;8200;64,5;8,0;35,0;0;61,7;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,3;69,2;0;0;0;300;1;0;0;0;0;
12.06.2025;00:11:48;21,0;21,0;0;25,3;8,0;0,0;8,0;0;0;0,0;8;69,2;69,2;40,0;0;8200;64,5;8,0;35,0;0;61,6;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,3;69,2;0;0;0;300;1;0;0;0;0;
12.06.2025;00:12:48;21,0;21,0;0;25,4;8,0;0,0;8,0;0;0;0,0;8;69,1;69,1;40,0;0;8200;64,5;8,0;35,0;0;61,5;8,0;8,0;0,00;0,00;0;0;51,6;110,0;36;31;99;0;0;0;0;0;0;0;0;0;0;0;25,4;69,1;0;0;0;300;1;0;0;0;0;
