Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
02.01.2025;00:03:05;8,6;8,4;0;38,6;38,2;0,0;18,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;52,0;8,0;35,0;0;260,5;8,0;8,0;0,00;0,00;0;18;52,9;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,6;57,4;0;0;0;282;1;0;0;0;0;
02.01.2025;00:04:05;8,6;8,4;0;38,5;38,2;0,0;18,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;51,9;8,0;35,0;0;242,7;8,0;8,0;0,00;0,00;0;16;52,8;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,5;57,4;0;0;0;282;1;0;0;0;0;
02.01.2025;00:05:05;8,6;8,4;0;38,5;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;51,7;8,0;35,0;0;227,6;8,0;8,0;0,00;0,00;0;16;52,3;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,5;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:06:05;8,6;8,4;0;38,4;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;51,6;8,0;35,0;0;214,8;8,0;8,0;0,00;0,00;0;16;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,4;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:07:05;8,6;8,4;0;38,4;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;51,4;8,0;35,0;0;203,6;8,0;8,0;0,00;0,00;0;16;52,1;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,4;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:08:05;8,6;8,4;0;38,4;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;51,2;8,0;35,0;0;193,6;8,0;8,0;0,00;0,00;0;16;52,1;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,4;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:09:05;8,6;8,4;0;38,3;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;51,0;43,2;35,0;0;184,9;8,0;8,0;0,00;0,00;0;16;52,3;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,3;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:10:05;8,6;8,4;0;38,3;38,2;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;50,8;43,2;35,0;0;176,8;8,0;8,0;0,00;0,00;0;16;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,3;57,5;0;0;0;282;1;0;0;0;0;
02.01.2025;00:11:05;8,6;8,4;0;38,2;38,2;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;50,6;43,2;35,0;0;169,1;8,0;8,0;0,00;0,00;0;16;52,0;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,2;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:12:05;8,5;8,4;0;38,2;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;50,4;43,4;35,0;0;162,3;8,0;8,0;0,00;0,00;0;16;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,2;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:13:05;8,5;8,4;0;38,1;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;50,2;43,4;35,0;0;156,1;8,0;8,0;0,00;0,00;0;16;52,1;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,1;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:14:05;8,5;8,4;0;38,0;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;50,0;43,4;35,0;0;150,3;8,0;8,0;0,00;0,00;0;16;52,0;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,0;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:15:05;8,5;8,4;0;38,0;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;49,7;43,4;35,0;0;145,2;8,0;8,0;0,00;0,00;0;16;52,4;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;38,0;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:16:05;8,5;8,4;0;37,9;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;49,5;43,4;35,0;0;140,2;8,0;8,0;0,00;0,00;0;17;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,9;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:17:05;8,5;8,3;0;37,9;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;49,3;43,4;35,0;0;135,8;8,0;8,0;0,00;0,00;0;17;51,9;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,9;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:18:05;8,5;8,3;0;37,9;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;49,1;43,4;35,0;0;131,4;8,0;8,0;0,00;0,00;0;18;51,9;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,9;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:19:05;8,5;8,4;0;37,8;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,9;43,4;35,0;0;127,4;8,0;8,0;0,00;0,00;0;17;52,1;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,8;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:20:05;8,5;8,4;0;37,7;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,7;43,4;35,0;0;123,3;8,0;8,0;0,00;0,00;0;17;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,7;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:21:05;8,5;8,4;0;37,6;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,5;43,4;35,0;0;119,7;8,0;8,0;0,00;0,00;0;17;52,2;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:22:05;8,5;8,4;0;37,6;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,3;43,4;35,0;0;116,4;8,0;8,0;0,00;0,00;0;17;52,3;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:23:05;8,5;8,4;0;37,5;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,2;43,4;35,0;0;113,2;8,0;8,0;0,00;0,00;0;17;52,0;110,0;1605;29;5;0;0;0;0;0;1;0;0;0;0;0;37,5;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:24:05;8,5;8,4;0;37,5;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;48,0;43,4;35,0;0;110,3;8,0;8,0;0,00;0,00;0;0;50,6;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,5;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:25:05;8,5;8,4;0;37,4;38,4;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;47,8;43,4;35,0;0;108,6;8,0;8,0;0,00;0,00;0;0;50,6;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,4;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:26:05;8,4;8,4;0;37,3;38,5;0,0;18,0;100;1;0,0;16;57,6;57,6;40,0;0;8200;47,6;43,5;35,0;0;106,7;8,0;8,0;0,00;0,00;0;0;50,5;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,3;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:27:05;8,4;8,4;0;37,4;38,5;0,0;18,0;100;1;0,0;16;57,6;57,6;40,0;0;8200;47,5;43,5;35,0;0;105,1;8,0;8,0;0,00;0,00;0;0;50,5;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,4;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:28:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;1;0,0;16;57,6;57,6;40,0;0;8200;47,3;43,5;35,0;0;103,2;8,0;8,0;0,00;0,00;0;0;50,5;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:29:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;47,1;43,5;35,0;0;101,5;8,0;8,0;0,00;0,00;0;0;50,5;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:30:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;46,9;43,5;35,0;0;99,8;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:31:05;8,4;8,4;0;37,5;38,5;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;46,7;43,5;35,0;0;98,3;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,5;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:32:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;1;0,0;16;57,6;57,6;40,0;0;8200;46,6;43,5;35,0;0;96,6;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:33:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;46,4;43,5;35,0;0;95,2;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:34:05;8,4;8,4;0;37,5;38,5;0,0;18,0;100;0;0,0;16;57,6;57,6;40,0;0;8200;46,2;43,5;35,0;0;93,8;8,0;8,0;0,00;0,00;0;0;50,5;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,5;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:35:05;8,4;8,4;0;37,5;38,5;0,0;18,0;100;1;0,0;16;57,6;57,6;40,0;0;8200;46,0;43,5;35,0;0;92,3;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,5;57,6;0;0;0;282;1;0;0;0;0;
02.01.2025;00:36:05;8,4;8,4;0;37,6;38,5;0,0;18,0;100;0;0,0;16;57,5;57,5;40,0;0;8200;45,8;43,5;35,0;0;90,9;8,0;8,0;0,00;0,00;0;0;50,4;110,0;1605;29;99;0;0;0;0;0;1;0;0;0;0;0;37,6;57,5;0;0;0;282;1;0;0;0;0;
