Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
04.01.2025;00:03:05;2,6;2,5;0;45,8;46,5;0,0;18,0;100;0;0,0;16;64,3;64,3;40,0;0;8200;56,2;51,5;35,0;0;177,4;8,0;8,0;0,00;0,00;0;19;52,4;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,8;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:04:05;2,6;2,5;0;45,7;46,5;0,0;18,0;100;0;0,0;16;64,3;64,3;40,0;0;8200;55,8;51,5;35,0;0;169,7;8,0;8,0;0,00;0,00;0;19;52,4;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,7;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:05:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;0;0,0;16;64,3;64,3;40,0;0;8200;55,6;51,5;35,0;0;163,0;8,0;8,0;0,00;0,00;0;19;52,5;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,6;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:06:05;2,6;2,6;0;45,4;46,5;0,0;18,0;100;1;0,0;16;64,3;64,3;40,0;0;8200;55,2;51,5;35,0;0;156,7;8,0;8,0;0,00;0,00;0;19;52,5;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,4;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:07:05;2,6;2,5;0;45,3;46,5;0,0;18,0;100;1;0,0;16;64,3;64,3;40,0;0;8200;55,0;51,5;35,0;0;150,9;8,0;8,0;0,00;0,00;0;19;52,3;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,3;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:08:05;2,6;2,5;0;45,5;46,5;0,0;18,0;100;1;0,0;16;64,3;64,3;40,0;0;8200;54,7;51,5;35,0;0;145,6;8,0;8,0;0,00;0,00;0;19;52,2;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,5;64,3;0;1;0;268;1;0;0;0;0;
04.01.2025;00:09:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,2;64,2;40,0;0;8200;54,5;51,5;35,0;0;140,7;8,0;8,0;0,00;0,00;0;19;52,3;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,6;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:10:05;2,6;2,5;0;45,4;46,5;0,0;18,0;100;1;0,0;16;64,2;64,2;40,0;0;8200;54,2;51,5;35,0;0;136,4;8,0;8,0;0,00;0,00;0;19;52,4;110,0;1570;28;5;0;0;0;0;0;1;0;1;0;0;0;45,5;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:11:05;2,6;2,5;0;45,5;46,5;0,0;18,0;100;1;0,0;16;64,2;64,2;40,0;0;8200;53,9;51,5;35,0;0;132,1;8,0;8,0;0,00;0,00;0;19;52,4;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,5;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:12:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,1;64,1;40,0;0;8200;53,7;51,5;35,0;0;128,3;8,0;8,0;0,00;0,00;0;19;52,7;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,6;64,1;0;1;0;268;1;0;0;0;0;
04.01.2025;00:13:05;2,6;2,5;0;45,5;46,5;0,0;18,0;100;0;0,0;16;64,2;64,2;40,0;0;8200;53,4;51,5;35,0;0;124,7;8,0;8,0;0,00;0,00;0;19;52,3;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,5;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:14:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,2;64,2;40,0;0;8200;53,1;51,5;35,0;0;121,5;8,0;8,0;0,00;0,00;0;19;52,3;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,6;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:15:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,2;64,2;40,0;0;8200;52,9;51,5;35,0;0;118,5;8,0;8,0;0,00;0,00;0;19;52,2;110,0;1570;28;5;0;0;0;0;0;1;0;0;0;0;0;45,6;64,2;0;1;0;268;1;0;0;0;0;
04.01.2025;00:16:05;2,6;2,5;0;45,5;46,5;0,0;18,0;100;0;0,0;16;64,1;64,1;40,0;0;8200;52,6;51,5;35,0;0;115,6;8,0;8,0;0,00;0,00;0;0;50,1;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,5;64,1;0;1;0;268;1;0;0;0;0;
04.01.2025;00:17:05;2,6;2,5;0;45,5;46,5;0,0;18,0;100;1;0,0;16;64,0;64,0;40,0;0;8200;52,4;51,5;35,0;0;113,8;8,0;8,0;0,00;0,00;0;0;49,9;110,0;1570;28;99;0;0;0;0;0;1;0;1;0;0;0;45,5;64,0;0;1;0;268;1;0;0;0;0;
04.01.2025;00:18:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,1;64,1;40,0;0;8200;52,1;51,5;35,0;0;112,4;8,0;8,0;0,00;0,00;0;0;49,8;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;64,1;0;1;0;268;1;0;0;0;0;
04.01.2025;00:19:05;2,6;2,4;0;45,6;46,5;0,0;18,0;100;1;0,0;16;64,0;64,0;40,0;0;8200;51,8;51,5;35,0;0;110,7;8,0;8,0;0,00;0,00;0;0;49,7;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;64,0;0;1;0;268;1;0;0;0;0;
04.01.2025;00:20:05;2,6;2,5;0;45,6;46,5;0,0;18,0;100;0;0,0;16;64,0;64,0;40,0;0;8200;51,6;51,5;35,0;0;109,1;8,0;8,0;0,00;0,00;0;0;49,8;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;64,0;0;1;0;268;1;0;0;0;0;
04.01.2025;00:21:05;2,5;2,4;0;45,6;46,6;0,0;18,0;100;1;0,0;16;64,0;64,0;40,0;0;8200;51,3;51,6;35,0;0;107,6;8,0;8,0;0,00;0,00;0;0;50,0;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;64,0;0;1;0;268;1;0;0;0;0;
04.01.2025;00:22:05;2,5;2,4;0;45,7;46,6;0,0;18,0;100;1;0,0;16;64,0;64,0;40,0;0;8200;51,0;51,6;35,0;0;106,1;8,0;8,0;0,00;0,00;0;0;49,8;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,7;64,0;0;1;0;268;1;0;0;0;0;
04.01.2025;00:23:05;2,5;2,4;0;45,7;46,6;0,0;18,0;100;1;0,0;16;63,9;63,9;40,0;0;8200;50,7;51,6;35,0;0;104,7;8,0;8,0;0,00;0,00;0;0;49,7;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,7;63,9;0;1;0;268;1;0;0;0;0;
04.01.2025;00:24:05;2,5;2,4;0;45,6;46,6;0,0;18,0;100;0;0,0;16;63,9;63,9;40,0;0;8200;50,4;51,6;35,0;0;103,1;8,0;8,0;0,00;0,00;0;0;49,7;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;63,9;0;1;0;268;1;0;0;0;0;
04.01.2025;00:25:05;2,5;2,4;0;45,6;46,6;0,0;18,0;100;1;0,0;16;63,9;63,9;40,0;0;8200;50,1;51,6;35,0;0;101,6;8,0;8,0;0,00;0,00;0;0;49,7;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;63,9;0;1;0;268;1;0;0;0;0;
04.01.2025;00:26:05;2,5;2,4;0;45,6;46,6;0,0;18,0;100;1;0,0;16;63,8;63,8;40,0;0;8200;49,7;51,6;35,0;0;100,3;8,0;8,0;0,00;0,00;0;0;49,7;110,0;1570;28;99;0;0;0;0;0;1;0;0;0;0;0;45,6;63,8;0;1;0;268;1;0;0;0;0;
04.01.2025;00:27:05;2,5;2,4;0;45,6;46,6;0,0;18,0;100;1;0,0;16;63,8;63,8;40,0;0;8200;49,4;51,6;35,0;0;99,2;134,4;134,4;0,00;0,00;0;87;144,7;120,0;1570;28;2;0;0;1;0;1;1;0;0;0;0;0;45,6;63,8;1;1;0;268;0;0;0;0;0;
04.01.2025;00:28:05;2,5;2,3;0;45,6;46,6;0,0;18,0;100;1;0,0;16;63,7;63,7;40,0;0;8200;49,0;51,6;35,0;0;94,2;134,4;134,4;70,00;30,00;0;68;120,8;120,0;1570;28;2;1;0;0;0;1;1;0;0;0;0;0;45,6;63,7;1;1;0;268;1;0;0;0;0;
